premise,choice1,choice2,label,loss_choice1,loss_choice2,pred
Proruppe la violenza politica nella nazione.,Molti cittadini si spostarono nella capitale.,Molti cittadini si rifugiarono in altri territori.,1,4.429313659667969,4.208375453948975,1.0
La donna fu arrestata.,Era entrata in riabilitazione.,Aveva commesso un'aggressione.,1,4.775576114654541,4.36176061630249,1.0
La donna aveva letto il giornale.,Scoprì l'esito delle elezioni.,Diede il suo voto alle elezioni.,0,3.9244801998138428,4.094630241394043,0.0
Il bambino malato tossì sul suo amico.,Il suo amico si ammalò.,Il suo amico starnutì.,0,4.180941581726074,4.243181228637695,0.0
La coppia si fidanzò ufficialmente.,Organizzarono il matrimonio.,Si sono separati per un po'.,0,4.221485614776611,4.388634204864502,0.0
La donna contattò l'agente immobiliare.,La donna aveva intenzione di comprare un condominio.,La donna aveva bisogno di pulire casa sua.,0,3.5464932918548584,3.8371119499206543,0.0
L'uomo vinse la lotteria.,Divenne ricco.,Doveva dei soldi.,0,4.20811128616333,4.211008071899414,0.0
Avevo acceso una candela.,La cera gocciolò dalla candela.,La cera sulla candela si indurì.,0,4.365453720092773,4.468282222747803,0.0
Avevo passato la giornata in piscina.,Mi slogai la caviglia.,Mi ustionai la faccia.,1,4.146185874938965,4.136824607849121,1.0
L'uomo ricevette una multa per il parcheggio.,Aveva parcheggiato a S sulla strada.,Il parchimetro era scaduto.,1,3.9007771015167236,3.720642328262329,1.0
La donna era diventata famosa.,I fotografi la seguivano.,La sua famiglia l'evitava.,0,4.4741010665893555,4.67055082321167,0.0
La donna voleva indossare degli orecchini.,Si fece forare le orecchie.,Si fece tatuare.,0,3.70117449760437,4.075504779815674,0.0
Le mie orecchie fischiavano.,Ero andata ad un museo.,Ero andata ad un concerto.,1,4.377366542816162,4.103257656097412,1.0
Avevo rassettato casa.,Ero sommersa di lavoro.,Aspettavo compagnia.,1,4.899031162261963,5.16229248046875,0.0
La compagnia aerea perse il mio bagaglio.,Mi offrirono un risarcimento.,Cancellarono il mio volo.,0,3.967710018157959,3.8115618228912354,1.0
Era troppo caro aggiustare il computer.,Lo feci riparare.,Ne comprai uno nuovo.,1,4.803225517272949,4.72617244720459,1.0
La donna era di cattivo umore.,Si mise a chiacchierare con la sua amica.,Disse all'amica di lasciarla da sola.,1,3.6622211933135986,3.8945817947387695,0.0
2024-02-05 12:23:34,784 [INFO] Accuracy: 0.572
